영화제목,에그지수,관람포인트,실관람평개수,감독1,감독2,감독3,감독4,감독5,배우1,배우2,배우3,배우4,배우5,배우6,남자,여자,10대,20대,30대,40대,50대
남과 여,91.0,배우연기가 메소드급인 감동적인 영화,385,끌로드 를르슈,,,,,아누크 에메,장-루이 트린티냥,모니카 벨루치,,,,39,61,1,13,25,19,42
에듀케이션,83.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,128,장 폴 시베락,,,,,앙드라닉 마네,코렌틴 필라,,,,,41,59,1,29,34,22,14
도쿄타워,93.0,배우연기가 메소드급인 감동적인 영화,320,마츠오카 조지,니시타니 히로시,,,,키키 키린,코바야시 카오루,오다기리 죠,,,,46,54,1,15,33,27,24
머니볼,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,746,베넷 밀러,,,,,조나 힐,필립 세이무어 호프만,브래드 피트,,,,54,46,2,42,39,18,0
뽀로로,87.0,스토리가 탄탄하고 유쾌한 영화,2295,박영균,,,,,정미숙,이 선,함수정,홍소영,,,38,62,0,4,71,24,1
은밀한 유혹,52.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3302,윤재구,,,,,이경영,유연석,임수정,박철민,,,36,64,2,37,35,18,8
자전거 도둑,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,269,비토리오 데 시카,,,,,리아넬라 카렐,엔조 스타이올라,람베르토 마지오라니,,,,54,46,1,19,26,23,31
비밀일기,96.0,스토리가 탄탄하고 상상력을 자극하는 영화,907,한승우,,,,,김선혜,조진숙,조경이,채민지,,,26,74,0,3,46,48,3
도쿄 오아시스,76.0,배우연기가 메소드급인 감동적인 영화,30,마츠모토 카나,나카무라 카요,,,,쿠로키 하루,고바야시 사토미,카세 료,하라다 토모요,,,52,48,1,8,41,24,26
진짜로 일어날지도 몰라 기적,99.0,배우연기가 메소드급인 감동적인 영화,677,고레에다 히로카즈,,,,,나츠카와 유이,하라다 요시오,나가사와 마사미,아베 히로시,마에다 오시로,,38,62,1,38,38,17,6
케빈에 대하여,94.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,589,린 램지,,,,,에즈라 밀러,존 C. 라일리,틸다 스윈튼,,,,38,62,1,41,30,27,2
송곳니,90.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,389,요르고스 란티모스,,,,,아게리키 파루리아,미셸 발리,크리스토스 스테르기오글루,,,,43,57,0,30,40,17,13
부러진 화살,89.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3885,정지영,,,,,안성기,박원상,나영희,김지호,,,47,53,3,40,33,23,0
여자의 일생,86.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,200,스테판 브리제,,,,,주디스 쳄라,,,,,,29,71,1,27,31,20,21
컷,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1249,황병국,,,,,유해진,채원빈,강하늘,류경수,,,49,51,3,25,24,23,13
댄싱퀸,91.0,배우연기가 메소드급인 유쾌한 영화,4040,이석훈,,,,,황정민,정성화,라미란,엄정화,,,43,57,4,39,33,25,0
황금광 시대,99.0,배우연기가 메소드급인 유쾌한 영화,172,찰리 채플린,,,,,톰 머레이,맥 스웨인,찰리 채플린,,,,48,52,0,24,32,22,21
데드 맨,90.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,416,짐 자무쉬,,,,,게리 파머,조니 뎁,,,,,36,64,1,39,33,17,10
부르주아의 은밀한 매력,98.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,127,루이스 부뉴엘,,,,,델핀 세릭,폴 프랑케,페르난도 레이,,,,42,58,1,40,32,16,12
닥터 스트레인지러브,94.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,264,스탠리 큐브릭,,,,,피터 셀라스,조지 C. 스코트,,,,,34,66,1,50,29,14,6
로스트 하이웨이,90.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,420,데이비드 린치,,,,,패트리샤 아퀘트,빌 풀먼,,,,,46,54,0,38,29,21,11
아티스트,93.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,400,미셸 하자나비시우스,,,,,존 굿맨,베레니스 베조,장 뒤자르댕,제임스 크롬웰,,,42,58,1,35,38,25,1
빠삐용,94.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2654,,,,,,요릭 밴 와게닌젠,크리스토퍼 페어뱅크,라미 말렉,이브 휴슨,찰리 허냄,,43,57,1,25,28,21,25
로제타,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,604,뤽 다르덴,장 피에르 다르덴,,,,에밀리 드켄,파브리지오 롱기온,올리비에 구르메,,,,40,60,0,32,32,19,16
하울링,64.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1786,유하,,,,,이나영,송강호,,,,,47,53,5,43,30,22,0
더 그레이,68.0,영상미가 뛰어나고 긴장을 늦출 수 없는 영화,122,마틴 윌슨,,,,,아론 자쿠벤코,카트리나 보우든,,,,,55,45,6,16,30,25,24
비키퍼,95.0,배우연기가 메소드급인 스트레스가 해소되는 영화,5331,데이비드 에이어,,,,,조쉬 허처슨,제이슨 스타뎀,제레미 아이언스,,,,56,44,0,13,25,29,33
비브르 사 비,92.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,233,장 뤽 고다르,,,,,피터 카소비츠,안나 카리나,장 뤽 고다르,폴 파벨,,,44,56,1,31,32,20,17
레전드 오브 래빗,99.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,134,마원,동대가,,,,이명희,문유정,이재범,,,,36,64,0,4,53,42,1
러브픽션,79.0,배우연기가 메소드급인 유쾌한 영화,2932,전계수,,,,,하정우,공효진,,,,,45,55,2,54,34,10,0
쥴 앤 짐,92.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,285,프랑수아 트뤼포,,,,,앙리 세르,오스카 베르너,잔느 모로,,,,47,53,1,32,31,17,19
크로니클,81.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,868,조쉬 트랭크,,,,,데인 드한,애슐리 힌쇼,마이클 B. 조던,알렉스 러셀,,,58,42,2,40,38,21,0
화차,81.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3886,변영주,,,,,김민희,김별,조성하,이선균,,,45,55,2,48,36,14,0
왕의 남자,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,4142,이준익,,,,,김진성,지길웅,강성연,감우성,,,23,77,1,50,33,10,6
타이타닉,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1546,제임스 카메론,,,,,케이트 윈슬렛,레오나르도 디카프리오,,,,,45,55,7,54,25,14,0
수색자,82.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2246,김민섭,,,,,송창의,송영규,김영재,도은비,,,52,48,1,14,27,27,30
춘희,82.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,702,박혁지,,,,,최막이,김춘희,,,,,24,76,1,42,29,19,9
로미오와 줄리엣,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1078,바즈 루어만,,,,,존 레귀자모,제시 브래포드,폴 러드,폴 소르비노,클레어 데인즈,,28,72,6,36,32,16,10
죽여주는 여자,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,5758,이재용,,,,,윤계상,전무송,윤여정,,,,29,71,0,37,29,20,14
하인,98.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,1999,도로타 코비엘라,,,,,헬렌 맥크로리,엘리너 톰린슨,제롬 플린,시얼샤 로넌,,,30,70,3,36,32,17,11
네 멋대로 해라,89.0,배우연기가 메소드급인 유쾌한 영화,275,미셸 하자나비시우스,,,,,스테이시 마틴,베레니스 베조,루이 가렐,,,,47,53,0,26,31,25,18
간기남,67.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1703,김형준,,,,,이한위,김정태,주상욱,박희순,,,48,52,2,51,34,14,0
배틀쉽,75.0,영상미가 뛰어나고 스트레스가 해소되는 영화,3309,피터 버그,,,,,리암 니슨,리한나,브룩클린 데커,알렉산더 스카스가드,,,59,41,2,34,42,23,0
더 박스,89.0,OST가 명곡인 기분이 좋아지는 영화,439,양정웅,,,,,박찬열,조달환,,,,,13,87,4,38,34,14,11
코리아,89.0,배우연기가 메소드급인 감동적인 영화,2708,문현성,,,,,하지원,배두나,박철민,이종석,,,44,56,3,39,34,24,0
은교,74.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2064,정지우,,,,,김고은,김무열,박해일,,,,40,60,2,47,34,18,0
돈의 맛,60.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1873,임상수,,,,,윤여정,김강우,김효진,백윤식,,,46,54,1,44,35,20,0
레옹,99.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1545,뤽 베송,,,,,나탈리 포트만,장 르노,게리 올드만,,,,34,66,1,71,19,5,4
크레센도,93.0,OST가 명곡인 감동적인 영화,1267,드로 자하비,,,,,괴츠 오토,비비아나 베글라우,다니엘 돈스코이,사브리나 아마리,메흐디 메스카르,,43,57,0,11,30,27,32
400번의 구타,96.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,366,프랑수아 트뤼포,,,,,알베르 레미,클레어 모리에,장 피에르 레오,,,,48,52,2,34,29,17,17
브로크백 마운틴,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,860,이 안,,,,,랜디 퀘이드,미셸 윌리엄스,앤 해서웨이,제이크 질렌할,,,23,77,2,50,31,10,7
차형사,79.0,배우연기가 메소드급인 유쾌한 영화,2685,신태라,,,,,성유리,이수혁,신민철,김영광,,,38,62,9,46,28,18,0
인생극장,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,197,올리비에 트레네,,,,,루 드 라쥬,,,,,,42,58,0,15,28,21,35
프로메테우스,82.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,3007,리들리 스콧,,,,,가이 피어스,누미 라파스,마이클 패스벤더,샤를리즈 테론,,,64,36,1,34,45,19,0
블리치,97.0,스토리가 탄탄하고 감동적인 영화,41,아베 노리유키,,,,,모리타 마사카즈,오리카사 후미코,에바라 마사시,,,,32,68,5,55,24,7,8
비포 선라이즈,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1411,리차드 링클래이터,,,,,줄리 델피,에단 호크,,,,,38,62,4,40,31,13,12
미쓰GO,58.0,배우연기가 메소드급인 스트레스가 해소되는 영화,1341,박철관,,,,,박신양,고현정,고창석,이문식,,,47,53,3,43,33,20,0
청이,89.0,배우연기가 메소드급인 공감되는 영화,120,이반 아탈,,,,,벤 아탈,이반 아탈,샤를로뜨 갱스부르,,,,42,58,1,14,27,26,32
무서운 이야기,37.0,배우연기가 메소드급인 오싹하게 무서운 영화,997,민규동,김곡,김선,백승빈,,이대연,,,,,,37,63,10,50,19,17,5
8월,99.0,배우연기가 메소드급인 감동적인 영화,1199,허진호,,,,,오지혜,신구,심은하,이한위,,,36,64,2,40,35,14,9
루미,88.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,164,김수훈,,,,,,,,,,,33,67,0,6,75,18,0
히든,63.0,배우연기가 메소드급인 스트레스가 해소되는 영화,2053,브래드 퍼먼,,,,,젬마 아터튼,저스틴 팀버레이크,벤 애플렉,,,,51,49,0,35,39,18,7
골든 아워,100.0,영상미가 뛰어나고 감동적인 영화,4497,,,,,,아이유,,,,,,43,57,3,42,34,14,6
자화상,92.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,349,안티 조키넨,,,,,로라 비른,요하네스 홀로파이넨,크리스타 코소넨,,,,34,66,0,11,29,30,29
하워즈 엔드,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,535,제임스 아이보리,,,,,조셉 베넷,제임스 윌비,안소니 홉킨스,엠마 톰슨,바네사 레드그레이브,,36,64,0,18,29,24,28
애니멀 킹덤,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2206,토마스 카일리,,,,,로망 뒤리스,톰 메르시에,폴 키르셰,아델 에그자르코풀로스,,,41,59,1,20,32,24,23
미성년,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,169,하나부사 츠토무,,,,,타이라 유우나,나카지마 켄토,치넨 유리,,,,21,79,9,46,23,16,6
재키 브라운,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,665,쿠엔틴 타란티노,,,,,사무엘 L. 잭슨,로버트 드 니로,로버트 포스터,브리지트 폰다,,,54,46,1,39,31,16,13
늑대아이,97.0,스토리가 탄탄하고 감동적인 영화,3099,호소다 마모루,,,,,오사와 타카오,미야자키 아오이,,,,,51,49,1,26,33,37,2
"그 시절, 우리가 좋아했던 소녀",95.0,배우연기가 메소드급인 기분이 좋아지는 영화,1443,구파도,,,,,가진동,천옌시,,,,,46,54,12,42,20,20,6
빅 피쉬,96.0,영상미가 뛰어나고 감동적인 영화,2314,팀 버튼,,,,,스티브 부세미,대니 드비토,데이비드 덴맨,헬레나 본햄 카터,,,38,62,1,31,32,18,18
결투,77.0,영상미가 뛰어나고 상상력을 자극하는 영화,424,찬드라세카란,,,,,마이클 돕슨,미쉘 크리버,,,,,27,73,0,3,52,42,3
피에타,65.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,5079,김기덕,,,,,강은진,조민수,조재룡,이정진,,,67,33,1,30,21,45,3
솔루션,80.0,배우연기가 메소드급인 유쾌한 영화,240,미셸 공드리,,,,,피에르 니네,프랑수아즈 르브항,블랑슈 가르댕,카밀 러더퍼드,프랭키 발라크,,38,62,2,28,32,22,17
코드,89.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,1293,던칸 존스,,,,,미셸 모나한,베라 파미가,제이크 질렌할,,,,56,44,1,37,39,10,14
퍼펙트 스트레인저,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,466,파올로 제노베제,,,,,주세페 바티스톤,마르코 지아리니,발레리오 마스딴드리아,카시아 스무트니아크,안나 포글리에타,,46,54,1,27,34,20,18
짝패,96.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,628,류승완,,,,,이범수,온주완,정두홍,김동영,,,69,31,0,20,35,22,23
아녜스 V에 의한 제인 B,86.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,196,아녜스 바르다,,,,,장 피에르 레오,제인 버킨,,,,,38,62,0,29,31,19,22
지옥행,82.0,배우연기가 메소드급인 유쾌한 영화,606,류승완,,,,,박시연,공효진,임원희,,,,66,34,1,19,35,26,20
서칭 포 슈가맨,97.0,스토리가 탄탄하고 감동적인 영화,222,말릭 벤젠룰,,,,,로드리게즈,말릭 벤젠룰,,,,,54,46,1,16,34,26,22
점쟁이들,56.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,4568,신정원,,,,,김수로,강예원,양경모,곽도원,,,39,61,4,36,33,24,4
목욕탕,96.0,배우연기가 메소드급인 감동적인 영화,3247,나카노 료타,,,,,미야자와 리에,이토 아오이,스기사키 하나,오다기리 죠,,,34,66,1,27,37,23,12
19곰 테드,75.0,배우연기가 메소드급인 스트레스가 해소되는 영화,4065,세스 맥팔레인,,,,,모건 프리먼,세스 맥팔레인,리암 니슨,아만다 사이프리드,,,49,51,0,60,30,6,4
록키 호러 픽쳐 쇼,92.0,OST가 명곡인 스트레스가 해소되는 영화,614,짐 셔먼,,,,,수잔 서랜든,배리 보스토윅,리차드 오브라이언(1),팀 커리,,,28,72,1,50,28,15,7
이레이저 헤드,84.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,320,데이비드 린치,,,,,존 낸스,,,,,,47,53,0,43,27,20,10
문신,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1447,얀 코마사,,,,,바르토시 비엘레니아,엘리자 리쳄벨,루카시 심라트,알렉산드라 코니에츠나,,,41,59,1,26,34,21,19
한 번 더,83.0,배우연기가 메소드급인 감동적인 영화,1071,마크 로렌스,,,,,마리사 토메이,휴 그랜트,,,,,33,67,0,28,40,22,10
구해줘,93.0,영상미가 뛰어나고 상상력을 자극하는 영화,4279,김진철,최신규,,,,엄상현,김두용,사문영,,,,32,68,0,3,64,31,2
집으로...,99.0,배우연기가 메소드급인 공감되는 영화,930,이정향,,,,,유승호,김을분,동효희,,,,29,71,4,38,27,20,11
스티브,83.0,배우연기가 메소드급인 감동적인 영화,3628,대니 보일,,,,,마이클 패스벤더,세스 로건,케이트 윈슬렛,,,,49,51,1,30,38,22,9
수평선,88.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,1584,야마모토 야스이치로,,,,,카미야 아키라,이와이 유키코,,,,,29,71,2,8,36,51,2
절친,52.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2687,임상수,,,,,정원중,류승범,김주혁,샘 오취리,,,55,45,0,45,33,15,7
남영동1985,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3438,정지영,,,,,문성근,우희진,김의성,서동수,,,48,52,2,41,37,15,5
티켓,93.0,배우연기가 메소드급인 유쾌한 영화,3099,올 파커,,,,,줄리아 로버츠,루카스 브라보,케이틀린 디버,막심 부티에,,,36,64,1,15,25,29,30
스탠 바이 미,99.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1334,로브 라이너,,,,,윌 휘튼,리버 피닉스,,,,,30,70,0,31,33,21,14
트랜짓,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,673,크리스티안 페촐트,,,,,프란츠 로고스키,파울라 베어,바르바라 아우어,,,,44,56,1,31,32,19,17
날개,96.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,1063,야마모토 야스이치로,,,,,,,,,,,30,70,2,8,32,55,2
괴물,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2394,봉준호,,,,,송강호,고아성,변희봉,박해일,,,38,63,0,63,33,0,4
리틀 걸 블루,77.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,8,모나 아샤슈,,,,,,,,,,,18,82,0,44,35,10,11
초대,66.0,배우연기가 메소드급인 오싹하게 무서운 영화,648,요하네스 로버츠,,,,,마틴 헨더슨,루이스 풀먼,베일리 매디슨,크리스티나 헨드릭스,,,47,53,8,45,20,16,11
패트,95.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,2917,피터 버그,,,,,존 굿맨,J.K. 시몬스,케빈 베이컨,미셸 모나한,,,49,51,1,25,34,24,16
